CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,QUANTIZED_INC,QUANTIZED_AGE,QUANTIZED_WORK_YEAR,target
1,0,0,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-14216,-6649,1,1,1,0,,2.0,lowest,low,medium,0
0,1,1,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23563,365243,1,0,1,0,,2.0,low,highest,lowest,0
0,1,0,0,180000.0,Working,Higher education,Married,House / apartment,-10472,-2996,1,1,0,1,Managers,2.0,medium,lowest,lowest,0
0,1,1,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-13509,-1028,1,0,0,0,Laborers,3.0,medium,low,lowest,0
0,1,1,0,292500.0,Commercial associate,Higher education,Married,House / apartment,-11714,-765,1,0,1,0,High skill tech staff,2.0,highest,low,lowest,0
0,1,1,0,135000.0,Working,Higher education,Married,House / apartment,-9303,-852,1,0,0,0,Sales staff,2.0,low,lowest,lowest,0
0,1,1,1,225000.0,Working,Secondary / secondary special,Married,Municipal apartment,-12625,-1261,1,0,0,1,Drivers,3.0,high,low,lowest,0
1,0,1,1,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-12676,-1350,1,0,0,0,Waiters/barmen staff,2.0,medium,low,lowest,0
1,0,0,0,270000.0,Working,Higher education,Single / not married,House / apartment,-15611,-2958,1,0,0,0,Laborers,1.0,highest,medium,lowest,0
1,0,1,1,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-15466,-2269,1,0,1,0,Low-skill Laborers,3.0,medium,medium,lowest,1
1,0,1,0,202500.0,Working,Higher education,Married,House / apartment,-12831,-803,1,1,1,0,Accountants,2.0,high,low,lowest,0
0,1,1,0,301500.0,Working,Secondary / secondary special,Married,Rented apartment,-9009,-864,1,0,0,0,Laborers,2.0,highest,lowest,lowest,0
1,0,1,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17401,-9559,1,0,0,0,Realty agents,2.0,high,medium,high,0
1,0,1,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20445,365243,1,0,0,0,,2.0,low,high,lowest,0
1,0,1,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-10396,-564,1,0,0,1,IT staff,2.0,lowest,lowest,lowest,0
0,1,0,0,315000.0,Working,Incomplete higher,Civil marriage,Office apartment,-15558,-4276,1,0,1,0,,2.0,highest,medium,low,0
0,1,1,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-12569,-3322,1,0,0,0,,3.0,highest,low,low,0
1,0,0,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8660,-919,1,0,1,0,Sales staff,1.0,lowest,lowest,lowest,0
0,0,1,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14952,-104,1,0,1,0,Security staff,3.0,high,medium,lowest,0
1,1,1,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17152,-1253,1,0,0,1,Laborers,3.0,high,medium,lowest,0
1,0,1,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-18865,365243,1,0,0,0,,1.0,medium,high,lowest,0
0,0,1,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23674,-2087,1,0,0,0,Security staff,2.0,highest,highest,lowest,0
0,1,1,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-18213,-1151,1,1,0,0,Managers,2.0,highest,high,lowest,0
0,0,0,0,190399.5,Commercial associate,Secondary / secondary special,Married,House / apartment,-10409,-1338,1,1,0,0,Core staff,2.0,high,lowest,lowest,0
1,0,1,0,180000.0,Working,Lower secondary,Widow,House / apartment,-16803,-2227,1,1,1,0,Cleaning staff,1.0,medium,medium,lowest,0
0,1,1,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-9862,-2135,1,1,0,0,Laborers,1.0,medium,lowest,lowest,0
0,1,1,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16798,-1317,1,0,0,0,Drivers,3.0,medium,medium,lowest,0
1,1,1,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14186,-1736,1,0,1,0,Sales staff,3.0,highest,low,lowest,0
0,0,1,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19564,365243,1,0,1,0,,2.0,medium,high,lowest,0
1,1,1,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-21502,-3122,1,0,0,0,Accountants,2.0,medium,high,lowest,0
1,0,0,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14914,-4081,1,0,1,0,Sales staff,2.0,high,medium,low,0
1,0,1,0,180000.0,Working,Lower secondary,Widow,House / apartment,-16803,-2227,1,1,1,0,Cleaning staff,1.0,medium,medium,lowest,1
1,0,0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13277,-1022,1,1,0,0,Sales staff,2.0,low,low,lowest,0
1,1,1,0,135000.0,Working,Lower secondary,Married,House / apartment,-16413,-622,1,0,1,0,High skill tech staff,2.0,low,medium,lowest,1
0,0,1,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-18625,-3153,1,0,1,0,Laborers,2.0,highest,high,lowest,0
1,0,1,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22025,365243,1,0,0,0,,1.0,lowest,highest,lowest,0
1,0,1,0,63000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-19708,-7500,1,0,0,0,Cooking staff,2.0,lowest,high,medium,0
0,0,1,0,72900.0,Pensioner,Lower secondary,Married,House / apartment,-23423,365243,1,0,0,0,,2.0,lowest,highest,lowest,1
1,0,0,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-9768,-95,1,0,0,0,,2.0,high,lowest,lowest,0
1,1,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15080,-5576,1,0,0,0,Laborers,2.0,lowest,medium,low,0
0,0,1,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12301,-140,1,0,1,0,,3.0,low,low,lowest,0
1,1,1,0,360000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-23398,365243,1,0,0,0,,2.0,highest,highest,lowest,0
0,0,1,0,31500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22564,365243,1,0,0,0,,2.0,lowest,highest,lowest,0
1,0,0,0,202500.0,Working,Secondary / secondary special,Widow,House / apartment,-15787,-2270,1,0,0,0,Laborers,1.0,high,medium,lowest,0
1,1,0,1,387000.0,Working,Higher education,Married,House / apartment,-13168,-2574,1,0,0,0,Managers,3.0,highest,low,lowest,0
0,1,1,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-10367,-2389,1,0,1,0,Sales staff,2.0,medium,lowest,lowest,0
1,0,1,2,112500.0,Working,Higher education,Married,House / apartment,-19700,-10994,1,0,0,0,,4.0,lowest,high,high,0
1,0,1,0,157500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12009,-1912,1,0,1,0,Sales staff,1.0,medium,low,lowest,0
1,0,1,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,-12379,-4453,1,0,0,1,Sales staff,2.0,highest,low,low,1
1,1,0,2,270000.0,State servant,Higher education,Married,House / apartment,-16053,-7369,1,1,1,0,,4.0,highest,medium,medium,0
0,0,0,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13639,-430,1,0,0,0,Laborers,4.0,low,low,lowest,0
1,1,0,0,216000.0,Working,Higher education,Civil marriage,House / apartment,-12304,-857,1,1,0,0,,2.0,high,low,lowest,0
1,1,1,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-19584,-2633,1,0,0,0,,1.0,lowest,high,lowest,0
0,1,0,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9430,-1195,1,1,0,0,Sales staff,3.0,low,lowest,lowest,0
1,0,1,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17988,-630,1,0,1,0,Sales staff,2.0,medium,high,lowest,0
0,0,1,1,126000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12755,-2105,1,0,0,0,,3.0,low,low,lowest,1
1,1,0,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-16299,-1450,1,1,1,0,Sales staff,2.0,lowest,medium,lowest,0
0,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-9570,-2620,1,0,0,0,Drivers,2.0,medium,lowest,lowest,0
1,0,1,0,130500.0,State servant,Secondary / secondary special,Married,House / apartment,-12676,-3455,1,0,0,0,Core staff,2.0,low,low,low,0
0,1,0,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15904,-3787,1,0,0,0,Laborers,4.0,high,medium,low,0
1,0,1,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24026,365243,1,0,0,0,,2.0,lowest,highest,lowest,0
0,1,1,0,315000.0,Working,Higher education,Married,House / apartment,-15586,-3337,1,0,0,0,Managers,2.0,highest,medium,low,0
0,1,0,0,270000.0,Working,Incomplete higher,Single / not married,With parents,-10844,-1086,1,0,0,0,,1.0,highest,lowest,lowest,0
1,1,1,0,292500.0,Commercial associate,Higher education,Married,House / apartment,-18409,-3482,1,0,0,0,Sales staff,2.0,highest,high,low,0
1,0,0,0,67500.0,Commercial associate,Higher education,Separated,House / apartment,-18952,-499,1,0,1,0,Core staff,1.0,lowest,high,lowest,1
1,1,0,2,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11023,-2652,1,1,0,0,Laborers,4.0,low,low,lowest,0
0,1,0,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17473,-2631,1,0,0,0,Managers,1.0,high,medium,lowest,0
1,1,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13139,-1412,1,0,0,0,Private service staff,2.0,medium,low,lowest,0
1,0,0,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20037,-4929,1,0,1,0,Laborers,1.0,lowest,high,low,0
1,0,1,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22655,365243,1,0,0,0,,2.0,medium,highest,lowest,1
1,0,1,0,135000.0,Working,Lower secondary,Civil marriage,House / apartment,-15143,-991,1,0,0,0,Laborers,2.0,low,medium,lowest,0
1,0,1,0,247500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23280,365243,1,0,0,0,,1.0,high,highest,lowest,0
0,0,0,0,202500.0,State servant,Higher education,Married,House / apartment,-12725,-5006,1,0,0,0,Core staff,2.0,high,low,low,0
0,0,0,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-11496,-1737,1,1,0,0,Laborers,2.0,lowest,low,lowest,0
1,1,1,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21671,365243,1,0,1,0,,2.0,lowest,highest,lowest,0
1,0,0,0,135000.0,Working,Higher education,Single / not married,House / apartment,-10749,-2394,1,0,0,0,Laborers,1.0,low,lowest,lowest,1
1,0,1,0,180000.0,Pensioner,Higher education,Married,House / apartment,-22595,365243,1,0,1,0,,2.0,medium,highest,lowest,0
1,1,0,0,225000.0,Working,Secondary / secondary special,Married,Municipal apartment,-12155,-667,1,0,0,0,Laborers,2.0,high,low,lowest,0
1,0,1,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14534,-1054,1,0,1,0,High skill tech staff,1.0,medium,low,lowest,0
1,0,1,0,211500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22099,365243,1,0,1,0,,2.0,high,highest,lowest,0
1,0,1,1,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-14199,-2970,1,1,1,0,Private service staff,2.0,lowest,low,lowest,0
1,0,1,0,202500.0,Pensioner,Lower secondary,Single / not married,House / apartment,-21304,365243,1,0,0,0,,1.0,high,high,lowest,0
1,0,1,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-15720,-2569,1,0,1,0,Managers,3.0,high,medium,lowest,0
1,0,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-19205,-1552,1,1,1,0,,2.0,lowest,high,lowest,0
1,0,1,0,135000.0,State servant,Secondary / secondary special,Separated,House / apartment,-17999,-5700,1,0,1,0,Laborers,1.0,low,high,low,0
0,1,1,0,292500.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-9786,-2559,1,0,1,0,Laborers,2.0,highest,lowest,lowest,1
1,0,0,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17935,-4245,1,0,0,0,Sales staff,2.0,medium,high,low,0
0,1,0,0,252000.0,Working,Higher education,Married,House / apartment,-15227,-5300,1,1,1,0,Laborers,2.0,highest,medium,low,0
1,1,1,0,270000.0,Commercial associate,Higher education,Married,House / apartment,-19960,-5679,1,0,0,0,Accountants,2.0,highest,high,low,0
1,0,0,1,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10883,-1858,1,0,0,0,,3.0,lowest,lowest,lowest,0
0,1,0,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-19378,-858,1,1,1,0,Laborers,2.0,high,high,lowest,0
0,0,0,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-20770,-623,1,1,0,0,Cooking staff,2.0,highest,high,lowest,0
0,0,1,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10886,-742,1,0,0,0,Drivers,2.0,high,lowest,lowest,0
0,1,1,1,292500.0,Working,Secondary / secondary special,Married,House / apartment,-16666,-4469,1,0,1,0,Laborers,3.0,highest,medium,low,0
0,1,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12571,-451,1,1,0,1,Drivers,3.0,lowest,low,lowest,0
0,1,0,1,292500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-10502,-3779,1,0,1,0,Managers,3.0,highest,lowest,low,0
1,1,1,0,225000.0,Working,Higher education,Married,House / apartment,-15003,-2591,1,0,1,1,Accountants,2.0,high,medium,lowest,0
1,0,1,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-18540,-1534,1,0,0,0,Sales staff,1.0,medium,high,lowest,0
0,1,0,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14400,365243,1,0,1,0,,2.0,low,low,lowest,1
1,0,1,0,157500.0,Working,Higher education,Married,House / apartment,-12681,-709,1,0,0,0,Sales staff,2.0,medium,low,lowest,0
0,0,1,0,225000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22939,365243,1,0,0,0,,1.0,high,highest,lowest,1
1,1,1,0,540000.0,Working,Higher education,Separated,House / apartment,-13151,-3725,1,0,0,0,Accountants,1.0,highest,low,low,0
1,0,0,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-16856,-1262,1,1,1,0,Laborers,2.0,medium,medium,lowest,0
0,1,1,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16084,-1382,1,0,0,0,Laborers,4.0,high,medium,lowest,0
1,0,1,0,292500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22720,365243,1,0,1,0,,2.0,highest,highest,lowest,0
0,0,0,3,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12906,-2467,1,1,0,0,Laborers,5.0,lowest,low,lowest,0
1,0,1,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20844,365243,1,0,0,0,,2.0,medium,high,lowest,0
1,0,1,1,108000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12723,-1132,1,1,1,0,Sales staff,1.0,lowest,low,lowest,1
0,0,1,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20867,-1266,1,0,1,0,Laborers,2.0,medium,high,lowest,0
1,0,1,0,270000.0,Working,Higher education,Widow,House / apartment,-19301,-2622,1,0,0,1,Managers,1.0,highest,high,lowest,0
1,0,1,0,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17960,-1789,1,0,0,0,Sales staff,2.0,low,high,lowest,0
1,0,1,0,155250.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22044,365243,1,0,0,0,,2.0,medium,highest,lowest,0
0,1,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11222,-1386,1,0,0,0,Drivers,2.0,medium,low,lowest,1
0,1,1,1,450000.0,Commercial associate,Higher education,Married,House / apartment,-15098,-1562,1,0,0,1,Managers,3.0,highest,medium,lowest,0
1,0,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-17557,-2378,1,0,0,0,Cooking staff,2.0,lowest,medium,lowest,0
0,1,1,0,450000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15960,-3574,1,0,0,0,High skill tech staff,1.0,highest,medium,low,0
1,0,0,0,405000.0,Commercial associate,Higher education,Married,House / apartment,-13692,-200,1,0,1,0,Managers,2.0,highest,low,lowest,0
0,1,1,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13443,-2520,1,0,1,1,Managers,1.0,high,low,lowest,0
1,0,1,0,45000.0,Working,Secondary / secondary special,Widow,House / apartment,-17258,-878,1,0,0,0,Sales staff,1.0,lowest,medium,lowest,0
0,0,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14896,-5420,1,0,0,1,Drivers,2.0,highest,medium,low,0
1,0,1,0,67500.0,Pensioner,Higher education,Married,House / apartment,-22212,365243,1,0,0,0,,2.0,lowest,highest,lowest,0
0,1,0,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,-16011,-1649,1,0,0,0,Managers,2.0,highest,medium,lowest,0
1,0,1,0,90000.0,Commercial associate,Higher education,Separated,House / apartment,-18386,-8808,1,0,0,0,Core staff,1.0,lowest,high,medium,0
0,1,1,14,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-17754,-1689,1,0,0,0,Drivers,15.0,high,medium,lowest,0
0,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15088,-2759,1,0,0,0,Laborers,2.0,high,medium,lowest,0
0,0,1,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-16896,-248,1,0,0,0,Laborers,2.0,highest,medium,lowest,1
1,0,1,1,126000.0,Working,Secondary / secondary special,Civil marriage,With parents,-8255,-898,1,0,0,0,Core staff,3.0,low,lowest,lowest,0
0,0,0,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9275,-493,1,0,0,0,Laborers,1.0,low,lowest,lowest,0
1,0,0,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8710,-522,1,0,0,0,,2.0,lowest,lowest,lowest,0
1,0,0,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19399,-5782,1,0,1,0,,2.0,lowest,high,low,1
0,1,1,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-21757,-2705,1,0,0,0,Drivers,2.0,high,highest,lowest,0
1,1,1,1,270000.0,Commercial associate,Academic degree,Married,House / apartment,-12155,-979,1,0,0,0,Sales staff,3.0,highest,low,lowest,0
1,0,1,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-13011,-1953,1,0,0,0,Sales staff,3.0,high,low,lowest,0
1,0,1,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-14547,-4550,1,1,1,0,Laborers,1.0,medium,low,low,0
0,1,1,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-14229,-1112,1,0,0,0,Security staff,2.0,lowest,low,lowest,0
1,1,0,0,427500.0,Commercial associate,Higher education,Single / not married,With parents,-9278,-682,1,0,0,0,,1.0,highest,lowest,lowest,0
1,0,0,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13630,-3230,1,0,1,0,High skill tech staff,2.0,highest,low,lowest,0
